Date,Hour,Dealers,SKU,SRP,Promotion Price,Change,Sold,Rate,Vendor,Series Group,Segment,CPU Segment,CPU,RAM,SSD,Screen,GPU,V-RAM,Weight,Products link,Part #,Focus Model,Status
22/07/2026,02:09,MBW,"Laptop Acer Gaming Nitro V 15 ANV15 41 R2UP - NH.QPGSV.004 (R5 6600H, 16GB, 512GB, RTX 2050 4GB, Full HD 165Hz, Win11)",20990000,19890000,-5%,"• Đã bán 4,1k",4.9,Acer,Gaming,Nitro V,Ryzen 5,Ryzen 5 6600H,RAM 16 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 165Hz",RTX 2050,4G,,https://www.thegioididong.com/laptop/acer-nitro-v-15-anv15-41-r2up-r5-nhqpgsv004,ANV15 41 R2UP,No,
22/07/2026,02:09,MBW,"Laptop Dell 15 DC15250 - 71084746 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365, Win11)",23490000,20490000,-12%,"• Đã bán 1,2k",5,Dell,Business& Productivity,Dell 15,Core i5,Core i5 1334U,RAM 16 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 120Hz",Intel UHD,,,https://www.thegioididong.com/laptop/dell-15-dc15250-i5-1334u-71084746,71084746,No,
22/07/2026,02:09,MBW,"Laptop Acer Aspire Lite 15 AL15-46P-R73C - NX.JXMSV.001 (R3 5400U, 8GB, 512GB, Full HD, Win11)",17990000,14490000,-19%,• Đã bán 199,5,Acer,Business& Productivity,Aspire Lite,Ryzen 3,Ryzen 3 5400U,RAM 8 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080)",Radeon,,,https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-46p-r73c-r3-5400u-nx-jxmsv-001,AL15-46P-R73C,No,
22/07/2026,02:09,MBW,"Laptop Dell Inspiron 15 3530 - N5I5530W1 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",23490000,19990000,-14%,"• Đã bán 5,7k",4.9,Dell,Business& Productivity,Inspiron,Core i5,Core i5 1334U,RAM 16 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 120Hz",Intel Iris Xe,,,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5530w1,N5I5530W1,No,
22/07/2026,02:09,MBW,"Laptop Acer Gaming Nitro ProPanel AN16S 61 R193 - NH.QXTSV.001 (R9 AI 365, 16GB, 512GB, RTX 5070 8GB, 2K+ 180Hz, Win11)",61990000,59990000,,• Đã bán 1,,Acer,Gaming,Nitro ProPanel,Ryzen 9 AI,Ryzen AI 9 365,RAM 16 GB,SSD 512 GB,"16"", 2K+ (2560 x 1600), 180 Hz",RTX 5070,8G,,https://www.thegioididong.com/laptop/acer-gaming-nitro-16s-ai-propanel-an16s-61-r193-r9-ai-365-nh-qxtsv-001,AN16S 61 R193,No,
22/07/2026,02:09,MBW,"Laptop Asus Gaming Vivobook K3605VC - RP364W (i5 13420H, 16GB, 512GB, RTX 3050 4GB, WUXGA 144Hz, Win11)",22090000,20990000,,"• Đã bán 3,5k",4.9,Asus,Gaming,Gaming Vivobook,Core i5,Core i5 13420H,RAM 16 GB,SSD 512 GB,"16"", WUXGA (1920 x 1200), 144Hz",RTX 3050,4G,,https://www.thegioididong.com/laptop/asus-k3605vc-i5-rp364w,K3605VC - RP364W,No,
22/07/2026,02:09,MBW,"Laptop Asus Vivobook S14 S3407CA - LY095WS (Ultra 5 225H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",27990000,23690000,-15%,"• Đã bán 1,3k",4.9,Asus,Business& Productivity,Vivobook,Core Ultra 5,Core Ultra 5 225H,RAM 16 GB,SSD 512 GB,"14"", WUXGA (1920 x 1200)",Intel UHD,,,https://www.thegioididong.com/laptop/asus-s3407ca-ultra-5-ly095ws,S3407CA - LY095WS,No,
22/07/2026,02:09,MBW,"Laptop Acer Aspire Lite 15 AL15 42P R86Y - NX.D3QSV.003 (R7 7730U, 16GB, 512GB, Full HD, Win11)",20990000,17490000,-16%,• Đã bán 661,4.9,Acer,Business& Productivity,Aspire Lite,Ryzen 7,Ryzen 7 7730U,RAM 16 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 60 Hz",Radeon,,,https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-42p-r86y-r7-7730u-nxd3qsv003,AL15 42P R86Y,No,
22/07/2026,02:09,MBW,"Laptop HP OmniBook 5 Flip 14 fp0057TU - BZ7Q6PA (Core 5 120U, 16GB, 512GB, WUXGA, Cảm ứng, OfficeH24, Win11)",28990000,25990000,-10%,• Đã bán 497,5,HP,Business& Productivity,OmniBook,Core 5,Core 5 120U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/hp-omnibook-5-flip-14-fp0057tu-core-5-120u-bz7q6pa,BZ7Q6PA,No,
22/07/2026,02:09,MBW,"Laptop Dell 15 DC15250 - 71084747 (i7 1355U, 16GB, 512GB, Full HD 120 Hz, OfficeHS24+365, Win11)",25990000,23490000,-9%,• Đã bán 530,5,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,RAM 16 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 120Hz",Intel UHD,,,https://www.thegioididong.com/laptop/dell-15-dc15250-i7-1355u-71084747,71084747,No,
22/07/2026,02:09,MBW,"Laptop Asus VivoBook Go 14 E1404FA - EB945W (R5 40, 16GB, 512GB, Full HD, Win11)",28490000,18890000,-33%,• Đã bán 304,5,Asus,Business& Productivity,Vivobook,Ryzen 5,Ryzen 5 40,RAM 16 GB,SSD 512 GB,"14"", Full HD (1920 x 1080), 60 Hz",Radeon,,,https://www.thegioididong.com/laptop/asus-vivobook-go-14-e1404fa-r5-40-eb945w,E1404FA - EB945W,No,
22/07/2026,02:09,MBW,"Laptop Acer Aspire Lite 16 G2 AL16 52P 76DU - NX.J2SSV.005 (i7 1355U, 16GB, 512GB, Full HD+, Win11)",21990000,19290000,-12%,• Đã bán 926,4.9,Acer,Business& Productivity,Aspire Lite,Core i7,Core i7 1355U,RAM 16 GB,SSD 512 GB,"16"", Full HD+",Intel Iris Xe Graphics eligible,,,https://www.thegioididong.com/laptop/acer-aspire-lite-16-g2-al16-52p-76du-i7-nxj2ssv005,AL16 52P 76DU,No,
22/07/2026,02:09,MBW,"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV01ANVN (i5 13450HX, 16GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)",42990000,27490000,-36%,• Đã bán 796,4.9,Lenovo,Gaming,LOQ,Core i5,Core i5 13450HX,RAM 16 GB,SSD 1 TB,"15.6"", Full HD (1920 x 1080), 144Hz",RTX 3050,6G,,https://www.thegioididong.com/laptop/lenovo-gaming-loq-15irx9-i5-83dv01anvn,83DV01ANVN,No,
22/07/2026,02:09,MBW,"Laptop HP Gaming VICTUS 15 fb3116AX - BX8U4PA (R7 7445HS, 16GB, 512GB, RTX3050 6GB, Full HD 144Hz, Win11)",29790000,25490000,-14%,• Đã bán 404,5,HP,Gaming,VICTUS,Ryzen 7,Ryzen 7 7445HS,RAM 16 GB,SSD 512 GB,,RTX 3050,6G,,https://www.thegioididong.com/laptop/hp-victus-15-fb3116ax-r7-7445hs-bx8u4pa,BX8U4PA,No,
22/07/2026,02:09,MBW,"Laptop Dell Inspiron 15 3530 - 71070372 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",23490000,19990000,-14%,"• Đã bán 3,7k",5,Dell,Business& Productivity,Inspiron,Core i5,Core i5 1334U,RAM 16 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 120Hz",Intel Iris Xe,,,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-71070372,71070372,No,
22/07/2026,02:09,MBW,"Laptop MSI Gaming Cyborg 15 A13VEK - 1423VN (i7 13620H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",33990000,29990000,-11%,• Đã bán 805,5,MSI,Gaming,Cyborg,Core i7,Core i7 13620H,RAM 16 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 144Hz",RTX 4050,6G,,https://www.thegioididong.com/laptop/msi-cyborg-15-a13vek-i7-1423vn,1423VN,No,
22/07/2026,02:09,MBW,"Laptop MSI Modern 14 F1MG - 432VN (Core 5 120U, 16GB, 512GB, Full HD, Win11)",23090000,18990000,-17%,• Đã bán 88,5,MSI,Business& Productivity,Modern,Core 5,Core 5 120U,RAM 16 GB,SSD 512 GB,"14"", Full HD (1920 x 1080)",Intel Graphics,,,https://www.thegioididong.com/laptop/msi-modern-14-f1mg-core-5-432vn,432VN,No,
22/07/2026,02:09,MBW,"Laptop Acer Aspire Lite 14 AL14-44P-R0SP - NX.DMCSV.003 (R7 7730U, 8GB, 512GB, Full HD+, Win11)",22990000,20990000,-8%,• Đã bán 3,5,Acer,Business& Productivity,Aspire Lite,Ryzen 7,Ryzen 7 7730U,RAM 8 GB,SSD 512 GB,"14.5"", Full HD+ (1920 x 1200)",AMD Radeon 680M Graphics,,,https://www.thegioididong.com/laptop/acer-aspire-lite-14-al14-44p-r0sp-r7-7730u-nx-dmcsv-003,AL14-44P-R0SP,No,
22/07/2026,02:09,MBW,"Laptop Asus TUF Gaming F16 FX607VJ - RL034W (Core 5 210H, 16GB, 512GB, RTX 3050 6GB, Full HD+ 144Hz, Win11)",24590000,22990000,-6%,"• Đã bán 2,4k",4.9,Asus,Gaming,TUF,Core 5,Core 5 210H,RAM 16 GB,SSD 512 GB,"16"", Full HD+, 144Hz",RTX 3050,6G,,https://www.thegioididong.com/laptop/asus-tuf-gaming-f16-fx607vj-core-5-rl034w,FX607VJ - RL034W,No,
22/07/2026,02:09,MBW,"Laptop HP 240 G10 - B93GZAT (i5 1334U, 16GB, 512GB, Full HD, Win11)",20590000,18990000,-7%,"• Đã bán 4,9k",4.9,HP,Business& Productivity,HP 240,Core i5,Core i5 1334U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/hp-240-g10-i5-b93gzat?utm_flashsale=1,B93GZAT,No,
22/07/2026,02:09,MBW,"Laptop Asus VivoBook 16 X1607CA - MB980W (Ultra 5 225H, 16GB, 512GB, WUXGA, Win11)",25990000,21990000,-15%,• Đã bán 248,5,Asus,Business& Productivity,Vivobook,Core Ultra 5,Core Ultra 5 225H,RAM 16 GB,SSD 512 GB,"16"", WUXGA (1920 x 1200), 60 Hz",Intel Graphics,,,https://www.thegioididong.com/laptop/asus-x1607ca-ultra-5-225h-mb980w,X1607CA - MB980W,No,
22/07/2026,02:09,MBW,"Laptop Acer Aspire Lite 16 AI AL16 71P 5674 - NX.D4XSV.001 (Ultra 5 125H, 16GB, 512GB, Full HD+, Win11)",21990000,18990000,-13%,• Đã bán 775,4.9,Acer,Business& Productivity,Aspire Lite,Core Ultra 5,Core Ultra 5 125H,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/acer-aspire-lite-16-ai-al16-71p-5674-ultra-5-125h-nx-d4xsv-001,AL16 71P 5674,No,
22/07/2026,02:09,MBW,"Laptop HP Pavilion X360 14 ek2017TU - 9Z2V5PA (Core 5 120U, 16GB, 512GB, Full HD, Cảm ứng, Win11)",24990000,23890000,,• Đã bán 755,5,HP,Business& Productivity,Pavilion,Core 5,Core 5 120U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2017tu-core-5-9z2v5pa,9Z2V5PA,No,
22/07/2026,02:09,MBW,"Laptop Lenovo IdeaPad Slim 5 OLED 15ARP10 - 83J3001DVN (R7 7735HS, 16GB, 512GB, WQXGA OLED 165Hz, Win11)",32990000,25490000,-22%,• Đã bán 424,5,Lenovo,Business& Productivity,IdeaPad Slim 5,Ryzen 7,Ryzen 7 7735HS,RAM 16 GB,SSD 512 GB,"15.1"", WQXGA (2560 x 1600) OLED, 165Hz",AMD Radeon 680M Graphics,,,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-15arp10-r7-83j3001dvn,83J3001DVN,No,
22/07/2026,02:09,MBW,"Laptop Dell 15 DC15250 - CPH991 (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeHS24+365, Win11)",27490000,25990000,-5%,• Đã bán 413,5,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,RAM 16 GB,SSD 1 TB,"15.6"", Full HD (1920 x 1080), 120Hz",Intel UHD,,,https://www.thegioididong.com/laptop/dell-15-dc15250-i7-1355u-cph991,CPH991,No,
22/07/2026,02:09,MBW,"Laptop Acer Gaming Aspire 7 A715 76G 5806 - NH.QMFSV.002 (i5 12450H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",23990000,19990000,-16%,• Đã bán 2k,4.9,Acer,Gaming,Gaming Aspire,Core i5,Core i5 12450H,RAM 16 GB,SSD 512 GB,,RTX 3050,4G,,https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-76g-5806-i5-nhqmfsv002,A715 76G 5806,No,
22/07/2026,02:09,MBW,"Laptop Dell 15 DC15250 - DC15250-i7U161W11SLU (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeH24+365, Win11)",27490000,25990000,-5%,• Đã bán 1k,5,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,RAM 16 GB,SSD 1 TB,"15.6"", Full HD (1920 x 1080), 120Hz",Intel UHD,,,https://www.thegioididong.com/laptop/dell-15-dc15250-i7-1355u-dc15250-i7u161w11slu,7U161W11SLU,No,
22/07/2026,02:09,MBW,"Laptop MSI Gaming Cyborg 15 A13UC - 2088VN (i5 13420H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",29690000,25490000,-14%,• Đã bán 78,5,MSI,Gaming,Cyborg,Core i5,Core i5 13420H,RAM 16 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 144Hz",RTX 3050,4G,,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-a13uc-i5-13420h-2088vn,2088VN,No,
22/07/2026,02:09,MBW,"Laptop Lenovo Ideapad Slim 5 OLED 14AKP10 - 83HX00B2VN (R5 330, 16GB, 1TB, WUXGA, Win11)",35990000,28490000,-20%,• Đã bán 199,5,Lenovo,Business& Productivity,IdeaPad Slim 5,Ryzen 5 AI,Ryzen AI 5 330,RAM 16 GB,SSD 1 TB,"14"", WUXGA (1920 x 1200) - OLED, 60 Hz",AMD Radeon 820M Graphics,,,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14akp10-r5-330-83hx00b2vn,83HX00B2VN,No,
22/07/2026,02:09,MBW,"Laptop Dell 15 DC15250 - DC15250-i7U161W11SLU-5 (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeH24+365, Win11)",27490000,25990000,-5%,• Đã bán 581,5,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,RAM 16 GB,SSD 1 TB,"15.6"", Full HD (1920 x 1080), 120Hz",Intel UHD,,,https://www.thegioididong.com/laptop/dell-15-dc15250-i7-1355u-dc15250-i7u161w11slu-5,5,No,
22/07/2026,02:09,MBW,"Laptop Dell 15 DC15250 - DC5I5357W1 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",23490000,20490000,-12%,"• Đã bán 3,5k",5,Dell,Business& Productivity,Dell 15,Core i5,Core i5 1334U,RAM 16 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 120Hz",Intel UHD,,,https://www.thegioididong.com/laptop/dell-15-dc15250-i5-dc5i5357w1,DC5I5357W1,No,
22/07/2026,02:09,MBW,"Laptop HP 14 ep1137TU - C2CY8PA (Ultra 7 155H, 16GB, 512GB, Full HD, Win11)",26590000,23890000,-10%,• Đã bán 323,5,HP,Business& Productivity,HP 14,Core Ultra 7,Core Ultra 7 155H,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/hp-14-ep1137tu-ultra-7-155h-c2cy8pa,C2CY8PA,No,
22/07/2026,02:09,MBW,"Laptop HP 15 fd0235TU - 9Q970PA_120U (Core 5 120U, 16GB, 512GB, Full HD, Win11)",21390000,19690000,-7%,"• Đã bán 2,1k",5,HP,Business& Productivity,HP 15,Core 5,Core 5 120U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/hp-15-fd0235tu-core-5-120u-9q970pa-120u,9Q970PA,No,
22/07/2026,02:09,MBW,"Laptop MSI Gaming Katana 15 B13UDXK - 2077VN (i7 13620H, 16GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)",26990000,25890000,,"• Đã bán 1,4k",4.9,MSI,Gaming,Katana,Core i7,Core i7 13620H,RAM 16 GB,SSD 1 TB,"15.6"", Full HD (1920 x 1080), 144Hz",RTX 3050,6G,,https://www.thegioididong.com/laptop/msi-katana-15-b13udxk-i7-2077vn,2077VN,No,
22/07/2026,02:09,MBW,"Laptop Lenovo IdeaPad Slim 5 OLED 15ARP10 - 83J3002SVN (R7 7735HS, 32GB, 512GB, WQXGA OLED 165Hz, Win11)",39990000,28490000,-28%,• Đã bán 295,5,Lenovo,Business& Productivity,IdeaPad Slim 5,Ryzen 7,Ryzen 7 7735HS,RAM 32 GB,SSD 512 GB,"15.1"", WQXGA (2560 x 1600) OLED, 165Hz",AMD Radeon 680M Graphics,,,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-15arp10-r7-83j3002svn,83J3002SVN,No,
22/07/2026,02:09,MBW,"Laptop Acer Gaming Nitro ProPanel ANV15 41 R7CR - NH.QPESV.003 (R5 7535HS, 16GB, 512GB, RTX 4050 6GB, Full HD 180Hz, Win11)",32990000,27490000,-16%,• Đã bán 122,5,Acer,Gaming,Nitro ProPanel,Ryzen 5,Ryzen 5 7535HS,RAM 16 GB,SSD 512 GB,,RTX 4050,6G,,https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-41-r7cr-r5-7535hs-nh-qpesv-003,ANV15 41 R7CR,No,
22/07/2026,02:09,MBW,"Laptop Asus Vivobook 14 X1404VA - EB155W (Core 5 120U, 16GB, 512GB, Full HD, Win11)",19690000,17990000,-8%,• Đã bán 662,5,Asus,Business& Productivity,Vivobook,Core 5,Core 5 120U,RAM 16 GB,SSD 512 GB,"14"", Full HD (1920 x 1080), 60 Hz",Intel Graphics,,,https://www.thegioididong.com/laptop/asus-vivobook-14-x1404va-core-5-120u-eb155w,X1404VA - EB155W,No,
22/07/2026,02:09,MBW,"Laptop Dell 15 DC15255 - DC5R5802W1 (R5 7530U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",20990000,19990000,,"• Đã bán 3,1k",5,Dell,Business& Productivity,Dell 15,Ryzen 5,Ryzen 5 7530U,RAM 16 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 120Hz",Radeon,,,https://www.thegioididong.com/laptop/dell-15-dc15255-r5-7530u-dc5r5802w1,DC5R5802W1,No,
22/07/2026,02:09,MBW,"Laptop Lenovo IdeaPad Slim 3 15ARP10 - 83K700YUVN (R5 7535HS, 16GB, 512GB, WUXGA, Win11)",24990000,18690000,-25%,• Đã bán 241,5,Lenovo,Business& Productivity,IdeaPad Slim 3,Ryzen 5,Ryzen 5 7535HS,RAM 16 GB,SSD 512 GB,"15.3"", WUXGA (1920 x 1200)",AMD Radeon 660M,,,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15arp10-r5-7535hs-83k700yuvn,83K700YUVN,No,
22/07/2026,02:09,MBW,"Laptop Dell 15 DC15250 - DC5I7952W1 (i7 1355U, 16GB, 512GB, Full HD+ 120Hz, OfficeH24+365, Win11)",25990000,23490000,-9%,• Đã bán 353,5,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,RAM 16 GB,SSD 512 GB,"15.6"", Full HD, 120Hz",Intel UHD,,,https://www.thegioididong.com/laptop/dell-15-dc15250-i7-1355u-dc5i7952w1,DC5I7952W1,No,
22/07/2026,02:09,MBW,"Laptop Asus Vivobook 15 X1504VA - BQ793W (Core 3 100U, 8GB, 512GB, Full HD, Win11)",17990000,15990000,-11%,• Đã bán 205,5,Asus,Business& Productivity,Vivobook,Core 3,Core 3 100U,RAM 8 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 60 Hz",Intel Graphics,,,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-core-3-100u-bq793w,X1504VA - BQ793W,No,
22/07/2026,02:09,MBW,"Laptop Acer Gaming Nitro V ANV15 51 55CA - NH.QN8SV.004 (i5 13420H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",27490000,26390000,,"• Đã bán 1,3k",5,Acer,Gaming,Nitro V,Core i5,Core i5 13420H,RAM 16 GB,SSD 512 GB,,RTX 4050,6G,,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-55ca-i5-nhqn8sv004,ANV15 51 55CA,No,
22/07/2026,02:09,MBW,"Laptop HP 15 fd1288TU - C2CV7PA (Ultra 7 155H, 16GB, 512GB, Full HD, Win11)",26590000,23990000,-9%,• Đã bán 420,5,HP,Business& Productivity,HP 15,Core Ultra 7,Core Ultra 7 155H,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/hp-15-fd1288tu-ultra-7-155h-c2cv7pa,C2CV7PA,No,
22/07/2026,02:09,MBW,"Laptop HP Pavilion 16 af0054TU - AY8C3PA (Ultra 5 125U, 16GB, 1TB, WUXGA, OfficeHS+365, Win11)",23790000,23390000,,• Đã bán 546,5,HP,Business& Productivity,Pavilion,Core Ultra 5,Core Ultra 5 125U,RAM 16 GB,SSD 1 TB,,,,,https://www.thegioididong.com/laptop/hp-pavilion-16-af0054tu-ultra-5-ay8c3pa,AY8C3PA,No,
22/07/2026,02:09,MBW,"Laptop Acer Aspire Go 14 AG14-72P-54DF - NX.JSBSV.009 (Core 5 120U, 16GB, 512GB, Full HD+, Win11)",23990000,18990000,-20%,• Đã bán 89,5,Acer,Business& Productivity,Aspire Go,Core 5,Core 5 120U,RAM 16 GB,SSD 512 GB,"14"", Full HD+ (1920 x 1200), 60 Hz",Intel UHD,,,https://www.thegioididong.com/laptop/acer-aspire-go-14-ag14-72p-54df-core-5-120u-nx-jsbsv-009,AG14-72P-54DF,No,
22/07/2026,02:09,MBW,"Laptop Dell 15 DC15250 - 71092480 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365B, Win11)",25990000,23990000,-7%,• Đã bán 142,5,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,RAM 16 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 120Hz",Intel UHD,,,https://www.thegioididong.com/laptop/dell-15-dc15250-i7-1355u-71092480,71092480,No,
22/07/2026,02:09,MBW,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CMHI2VN893SH (i7 13620H, 16GB, 512GB, RTX 4050 6GB, WUXGA 165Hz, Win11)",33990000,28990000,-14%,• Đã bán 263,5,GIGABYTE,Gaming,Gaming A16,Core i7,Core i7 13620H,RAM 16 GB,SSD 512 GB,"16"", WUXGA (1920 x 1200), 165Hz",RTX 4050,6G,,https://www.thegioididong.com/laptop/gigabyte-a16-ga6h-i7-gaming-a16-cmhi2vn893sh,CMHI2VN893SH,No,
22/07/2026,02:09,MBW,"Laptop Acer Aspire 5 A515 58M 79R7 - NX.KQ8SV.007 (i7 13620H, 16GB, 512GB, Full HD, Win11)",21990000,20690000,-5%,• Đã bán 480,4.9,Acer,Business& Productivity,Aspire 5,Core i7,Core i7 13620H,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58m-79r7-i7-nxkq8sv007,A515 58M 79R7,No,
22/07/2026,02:09,MBW,"Laptop Lenovo V15 G5 IRL - 83HF00BYVN (i5 13420H, 16GB, 512GB, Full HD, Win11)",25690000,24290000,-5%,• Đã bán 146,5,Lenovo,Business& Productivity,Lenovo V15,Core i5,i5 13420H,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/lenovo-v15-g5-irl-i5-13420h-83hf00byvn,83HF00BYVN,No,
22/07/2026,02:09,MBW,"Laptop Lenovo V14 G5 - 83HD005JVN (i5 13420H, 16GB, 512GB, Full HD, Win11)",25990000,24090000,-7%,• Đã bán 201,5,Lenovo,Business& Productivity,V14,Core i5,i5 13420H,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/lenovo-v14-g5-i5-13420h-83hd005jvn,83HD005JVN,No,
22/07/2026,02:09,MBW,"Laptop Dell 15 DC15250 - DC15250-i5U165W11SLU-27 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeHS24+365, Win11)",23490000,21990000,-6%,• Đã bán 220,5,Dell,Business& Productivity,Dell 15,Core i5,Core i5 1334U,RAM 16 GB,SSD 512 GB,"15.6"", Full HD (1920 x 1080), 120Hz",Intel UHD,,,https://www.thegioididong.com/laptop/dell-15-dc15250-i5-1334u-dc15250-i5u165w11slu-27,27,No,
22/07/2026,02:09,MBW,"Laptop Asus Vivobook 15 X1502VA - BQ986WS (i7 13620H, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",22490000,20690000,-8%,"• Đã bán 2,8k",5,Asus,Business& Productivity,Vivobook,Core i7,Core i7 13620H,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/asus-x1502va-i7-bq986ws,X1502VA - BQ986WS,No,
22/07/2026,02:09,MBW,"Laptop HP Probook 455 G10 - B8PG7AT (R5 7530U, 16GB, 512GB, Full HD, Win11)",23390000,19990000,-14%,"• Đã bán 1,7k",5,HP,Business& Productivity,Probook,Ryzen 5,Ryzen 5 7530U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/hp-probook-455-g10-r5-b8pg7at,B8PG7AT,No,
22/07/2026,02:09,MBW,"Laptop HP Gaming VICTUS 15 fa2731TX - B85LNPA (i5 13420H, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",29990000,24990000,-16%,"• Đã bán 1,4k",4.9,HP,Gaming,VICTUS,Core i5,Core i5 13420H,RAM 16 GB,SSD 512 GB,,RTX 3050,6G,,https://www.thegioididong.com/laptop/hp-victus-15-fa2731tx-i5-b85lnpa,B85LNPA,Yes,
22/07/2026,02:09,MBW,"Laptop Dell Inspiron 15 3530 - P16WD22 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",23490000,19990000,-14%,"• Đã bán 2,8k",4.9,Dell,Business& Productivity,Inspiron,Core i5,Core i5 1334U,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-p16wd22,P16WD22,No,
22/07/2026,02:09,MBW,"Laptop Acer Nitro ProPanel ANV15-41-R0Y4 - NH.QPESV.004 (R7 7735HS, 16GB, 512GB, RTX 4050 6GB, Full HD 180Hz, Win11)",33990000,29990000,-11%,• Đã bán 32,5,Acer,Gaming,Nitro ProPanel,Ryzen 5,Ryzen 5 7735HS,RAM 16 GB,SSD 512 GB,,RTX 4050,6G,,https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-41-r0y4-r7-7735hs-nh-qpesv-004,ANV15-41-R0Y4,No,
22/07/2026,02:09,MBW,"Laptop Asus Vivobook S16 S3607VA - RP055WS (i5 13420H, 16GB, 512GB, WUXGA 144Hz, OfficeH24+365, Win11)",20990000,18990000,-9%,"• Đã bán 1,7k",5,Asus,Business& Productivity,Vivobook,Core i5,Core i5 13420H,RAM 16 GB,SSD 512 GB,,,,,https://www.thegioididong.com/laptop/asus-s3607va-i5-rp055ws,S3607VA - RP055WS,No,
